date,kospi,k10bond,k5bond,gold,commodity,,
2012-10-08,-0.0067,0.000113833,0.000108834,-0.0029,-0.0045,,
2012-10-09,-0.0014,0.000113833,0.000108834,-0.0059,0.0162,,
2012-10-10,-0.0156,0.000111911,0.000106912,0.0001,-0.0037,,
2012-10-11,-0.0078,0.000112295,0.000107296,0.0032,0.0107,,
2012-10-12,0.0001,0.000113064,0.000109219,-0.0061,-0.0097,,
2012-10-15,-0.004,0.000113064,0.000108642,-0.0125,-0.0033,,
2012-10-16,0.0083,0.000113449,0.000109603,0.005,0.0018,,
2012-10-17,0.007,0.000114602,0.000110757,0.0039,0.001,,
2012-10-18,0.002,0.000116525,0.000111334,-0.0047,0.0003,,
2012-10-19,-0.0078,0.00011614,0.000111141,-0.0118,-0.0137,,
2012-10-21,0,,0.000111141,0,0,,
2012-10-22,-0.0012,0.000116909,0.000111334,0.0013,-0.0115,,
2012-10-23,-0.0076,0.000116525,0.000111141,-0.0097,-0.0142,,
2012-10-24,-0.0067,0.000115756,0.000110372,-0.0046,-0.004,,
2012-10-25,0.0055,0.000115371,0.000111141,0.0068,0.0011,,
2012-10-26,-0.0172,0.000114602,0.000110372,-0.0006,0.0023,,
2012-10-29,0,0.000114602,0.000109988,-0.0019,-0.004,,
2012-10-30,0.0043,0.000114218,0.000110565,0.0016,-0.0009,,
2012-10-31,0.0066,0.000113833,0.000109988,0.0041,0.0031,,
2012-11-01,-0.0071,0.000113833,0.000109219,-0.002,0.0018,,
2012-11-02,0.0107,0.000114218,0.000109411,-0.0233,-0.02,,
2012-11-03,0,0.000114218,0.000109411,0,0,,
2012-11-05,-0.0055,0.000114987,0.000110372,0.0048,0.006,,
2012-11-06,0.0105,0.000114987,0.000109603,0.019,0.0234,,
2012-11-07,0.0049,0.000114987,0.000109411,-0.0005,-0.0242,,
2012-11-08,-0.0119,0.000113833,0.000108834,0.0071,0.004,,
2012-11-09,-0.0052,0.000114218,0.000109219,0.0028,0.0077,,
2012-11-12,-0.0019,0.000114987,0.000110372,0,-0.003,,
2012-11-13,-0.0059,0.000114218,0.000110372,-0.0035,-0.0019,,
2012-11-14,0.0023,0.000114218,0.000109796,0.0031,0.0064,,
2012-11-15,-0.0123,0.000113833,0.000109603,-0.0094,-0.0052,,
2012-11-16,-0.0053,0.000113833,0.000109219,0.0006,0.0046,,
2012-11-19,0.0093,0.000114602,0.000109219,0.0115,0.0213,,
2012-11-20,0.0064,0.000114987,0.00011018,-0.0062,-0.0121,,
2012-11-21,-0.0032,0.000114602,0.000110372,0.0027,0.0051,,
2012-11-22,0.0082,0.000115756,0.000111141,0,0,,
2012-11-23,0.0062,0.000116525,0.000111718,0.0135,0.0059,,
2012-11-25,0,,0.000111911,0,0,,
2012-11-26,-0.0015,0.00011614,0.000111526,-0.001,-0.0043,,
2012-11-27,0.0087,0.000116909,0.000111526,-0.0042,-0.0016,,
2012-11-28,-0.0065,0.00011614,0.000111911,-0.0148,-0.0052,,
2012-11-29,0.0115,0.00011614,0.000111526,0.0062,0.0105,,
2012-11-30,-0.001,0.00011614,0.000111911,-0.0094,0.0011,,
2012-12-02,0,,0.000111911,0,0,,
2012-12-03,0.0037,0.000116525,0.000111911,0.0051,0.0011,,
2012-12-04,-0.0025,0.000116525,0.000112295,-0.0147,-0.009,,
2012-12-05,0.0061,0.000118448,0.000111911,-0.0012,-0.0026,,
2012-12-06,0.0013,0.000118448,0.000113064,0.0047,-0.0118,,
2012-12-07,0.004,0.000117294,0.000113256,0.0022,-0.0044,,
2012-12-09,0,,0.000113256,0,0,,
2012-12-10,0,0.000118448,0.000114218,0.0053,-0.0023,,
2012-12-11,0.0037,0.000118832,0.000113449,-0.0028,0.0008,,
2012-12-12,0.0055,0.000119217,0.000114025,0.0049,0.0081,,
2012-12-13,0.0138,0.000120755,0.000114602,-0.0122,-0.0089,,
2012-12-14,-0.0039,0.000120755,0.000115371,0.0001,0.0091,,
2012-12-16,0,,0.000115371,0,0,,
2012-12-17,-0.006,0.000121139,0.00011614,0.0007,-0.0003,,
2012-12-18,0.0051,0.000122677,0.000117294,-0.0162,0.0051,,
2012-12-19,0,,0.000116909,-0.0018,0.0071,,
2012-12-20,0.0032,0.000123062,0.000116909,-0.013,-0.0019,,
2012-12-21,-0.0095,0.000121908,0.00011614,0.0086,-0.0068,,
2012-12-22,0,0.000121908,0.00011614,0,0,,
2012-12-23,0,0.000121908,0.000116717,0,0,,
2012-12-24,0.0007,0.000123062,0.00011614,-0.0003,-0.002,,
2012-12-26,0.0002,0.000124215,0.000117294,0.0007,0.0133,,
2012-12-27,0.0026,0.000123446,0.000116525,0.0017,-0.0008,,
2012-12-28,0.0049,0.000121139,0.000115564,-0.0046,-0.0021,,
2012-12-30,0,0.000121139,0.000115564,0,0,,
2012-12-31,0,,0.000115371,0.012,0.0033,,
2013-01-01,0,0.000121139,0.000115371,0,0,,
2013-01-02,0.0171,0.000122293,0.000113641,0.0078,0.0092,,
2013-01-03,-0.0058,0.00012037,0.000111911,-0.0084,-0.0038,,
2013-01-04,-0.0037,0.000119986,0.000111141,-0.0153,-0.0051,,
2013-01-06,0,,0.000111141,0,0,,
2013-01-07,-0.0003,0.000119601,0.000110565,-0.0016,0.0031,,
2013-01-08,-0.0066,0.000116909,0.000110949,0.0097,0.0023,,
2013-01-09,-0.0031,0.000116909,0.000110372,-0.004,-0.0013,,
2013-01-10,0.0075,0.000115756,0.00010845,0.0136,0.0059,,
2013-01-11,-0.005,0.000116909,0.000109219,-0.0103,-0.0054,,
2013-01-13,0,0.000116909,0.000110757,0,0,,
2013-01-14,0.0052,0.000116909,0.000110757,0.0054,0.0086,,
2013-01-15,-0.0116,0.000115756,0.000109796,0.0087,-0.0046,,
2013-01-16,-0.0032,0.000115756,0.000109219,-0.0004,0.0017,,
2013-01-17,-0.0016,0.000114987,0.000108642,0.0046,0.0075,,
2013-01-18,0.0069,0.00011614,0.000109603,-0.0022,0.004,,
2013-01-20,0,,0.000109603,0,0,,
2013-01-21,-0.0005,0.00011614,0.000109603,0,0,,
2013-01-22,0.0049,0.000115756,0.000109603,0.0037,0.0049,,
2013-01-23,-0.0081,0.000115756,0.000108834,-0.0038,-0.0031,,
2013-01-24,-0.008,0.000115371,0.000108834,-0.01,0.0034,,
2013-01-25,-0.0091,0.000114987,0.00010845,-0.0078,-0.0022,,
2013-01-27,0,,0.00010845,0,0,,
2013-01-28,-0.0036,0.00011614,0.00010845,-0.0024,0.0039,,
2013-01-29,0.0084,0.000117294,0.000110372,0.005,0.0078,,
2013-01-30,0.0043,0.000119217,0.000111141,0.0116,0.0081,,
2013-01-31,-0.0013,0.000119217,0.000111334,-0.0115,-0.0009,,
2013-02-01,-0.0021,0.000119986,0.000111526,0.0053,0.0055,,
2013-02-03,0,,0.000111911,0,0,,
2013-02-04,-0.0023,0.000119601,0.000112295,0.0035,-0.0076,,
2013-02-05,-0.0077,0.000118063,0.000110757,-0.0017,0.0042,,
2013-02-06,-0.001,0.000118063,0.000111141,0.0032,-0.0008,,
2013-02-07,-0.0023,0.000117294,0.000109027,-0.0044,-0.0032,,
2013-02-08,0.0099,0.000117678,0.000108834,-0.0026,0.0061,,
2013-02-09,0,0.000117678,0.000108834,0,0,,
2013-02-11,0,,0.000109219,-0.0107,-0.0007,,
2013-02-12,-0.0026,0.000116525,0.000108834,0.0003,0.0018,,
2013-02-13,0.0156,0.000118063,0.000109603,-0.0027,0.0004,,
2013-02-14,0.0018,0.000118448,0.000110372,-0.0058,0.0003,,
2013-02-15,0.0008,0.000118063,0.000110757,-0.0158,-0.005,,
2013-02-17,0,0.000118063,0.000109219,0,0,,
2013-02-18,0.0004,0.000117678,0.000109027,0,0,,
2013-02-19,0.002,0.000116525,0.000107681,-0.0032,-0.0005,,
2013-02-20,0.0195,0.000116909,0.00010845,-0.0162,-0.0109,,
2013-02-21,-0.0047,0.00011614,0.000108065,0.0004,-0.0164,,
2013-02-22,0.0018,0.000116525,0.000108065,-0.0037,0.0012,,
2013-02-24,0,,0.000107681,0,0,,
2013-02-25,-0.0046,0.000115756,0.000107873,0.0088,0.0008,,
2013-02-26,-0.0047,0.000114218,0.000106912,0.0183,-0.0077,,
2013-02-27,0.002,0.00011268,0.000105758,-0.0124,-0.0053,,
2013-02-28,0.0112,0.000113064,0.000105181,-0.011,-0.003,,
2013-03-01,0,,,-0.0037,-0.0086,,
2013-03-03,0,,0.000105374,0,0,,
2013-03-04,-0.0066,0.000113064,0.000104604,0.0001,-0.0035,,
2013-03-05,0.0017,0.00011268,0.000104989,0.0016,0.0086,,
2013-03-06,0.002,0.000113064,0.00010595,0,-0.0065,,
2013-03-07,-0.0081,0.000114987,0.000106527,0.0001,0.0077,,
2013-03-08,0.0008,0.000114987,0.000106719,0.0011,0.0033,,
2013-03-10,0,,0.000106527,0,0,,
2013-03-11,-0.0013,0.000115756,0.000107681,0.0008,-0.0001,,
2013-03-12,-0.005,0.000113449,0.000104604,0.0087,0.0014,,
2013-03-13,0.0032,0.000113449,0.00010422,-0.002,-0.0038,,
2013-03-14,0.0012,0.000114218,0.000105181,0.0014,0.0047,,
2013-03-15,-0.0078,0.00011268,0.000103835,0.0012,0.0035,,
2013-03-17,0,0.00011268,0.000103835,0,0,,
2013-03-18,-0.0092,0.000111526,0.000103835,0.0076,-0.0034,,
2013-03-19,0.0053,0.000110372,0.000103066,0.0042,-0.011,,
2013-03-20,-0.0097,0.000111141,0.000103066,-0.0024,0.0086,,
2013-03-21,-0.0044,0.000111141,0.000103066,0.0039,-0.0064,,
2013-03-22,-0.0011,0.000110372,0.000102297,-0.0047,0.003,,
2013-03-24,0,,0.000102297,0,0,,
2013-03-25,0.0149,0.000110372,0.000102297,-0.001,0.0039,,
2013-03-26,0.003,0.000110372,0.000102297,-0.0055,0.0085,,
2013-03-27,0.0049,0.000109988,0.000101913,0.0065,0.005,,
2013-03-28,0,0.000106527,9.61E-05,-0.0071,-0.0042,,
2013-03-29,0.0057,0.000107681,9.94E-05,0,0,,
2013-03-31,0,,9.85E-05,0,0,,
2013-04-01,-0.0044,0.000108065,9.88E-05,0.0033,-0.003,,
2013-04-02,-0.0049,0.000107681,9.81E-05,-0.0156,-0.0019,,
2013-04-03,-0.0015,0.000106912,9.85E-05,-0.0142,-0.0202,,
2013-04-04,-0.012,0.000106527,9.88E-05,-0.0006,-0.0089,,
2013-04-05,-0.0164,0.000105758,9.77E-05,0.0152,-0.0075,,
2013-04-07,0,,9.77E-05,0,0,,
2013-04-08,-0.0044,0.000106143,9.85E-05,-0.0022,0.0065,,
2013-04-09,0.0011,0.000107296,9.83E-05,0.009,0.0075,,
2013-04-10,0.0077,0.000107296,9.92E-05,-0.0176,-0.0017,,
2013-04-11,0.0073,0.000111911,0.000104028,0.0039,-0.007,,
2013-04-12,-0.0131,0.000114218,0.000106143,-0.0405,-0.0134,,
2013-04-14,0,,0.000106143,0,0,,
2013-04-15,-0.002,0.000114218,0.000105758,-0.0935,-0.023,,
2013-04-16,0.0009,0.000111141,0.000103451,0.0193,0.0018,,
2013-04-17,0.0008,0.000111526,0.000103835,-0.0033,-0.0147,,
2013-04-18,-0.0124,0.000110372,0.000102489,0.0071,0.0084,,
2013-04-19,0.0035,0.000109988,0.000103259,0.0024,0.0025,,
2013-04-21,0,,0.000102297,0,0,,
2013-04-22,0.0103,0.000110372,0.000103066,0.0184,0.0026,,
2013-04-23,-0.004,0.000109603,0.000103066,-0.0087,-0.0033,,
2013-04-24,0.0087,0.000109603,0.000102874,0.0105,0.0124,,
2013-04-25,0.0084,0.00010845,0.000103066,0.027,0.0171,,
2013-04-26,-0.0036,0.000107681,9.96E-05,-0.0056,-0.0046,,
2013-04-29,-0.002,0.000107296,9.86E-05,0.0095,0.0124,,
2013-04-30,0.012,0.000106912,9.69E-05,0.0033,-0.0088,,
2013-05-01,0,,9.85E-05,-0.0176,-0.0214,,
2013-05-02,-0.0034,0.000104604,9.67E-05,0.0148,0.0189,,
2013-05-03,0.0043,0.000104989,9.65E-05,-0.0023,0.0136,,
2013-05-05,0,,9.73E-05,0,0,,
2013-05-06,-0.0022,0.000107681,0.000100759,0.0026,0.0026,,
2013-05-07,-0.0036,0.000107681,0.000100182,-0.013,-0.0036,,
2013-05-08,0.0011,0.000108834,0.000100182,0.0172,0.0038,,
2013-05-09,0.0118,0.000109219,9.88E-05,-0.0035,0.0033,,
2013-05-10,-0.0175,0.000109988,0.000101528,-0.0218,-0.0087,,
2013-05-12,0,,0.00010172,0,0,,
2013-05-13,0.002,0.000111141,0.000102874,-0.0016,-0.0024,,
2013-05-14,0.0103,0.000110372,0.000101528,-0.0068,-0.0037,,
2013-05-15,0.0012,0.000111141,0.000102682,-0.0198,-0.001,,
2013-05-16,0.0079,0.000110757,0.000102105,-0.0067,0.0049,,
2013-05-17,0,,,-0.016,0.0065,,
2013-05-19,0,,0.000101913,0,0,,
2013-05-20,-0.0022,0.000112295,0.000103451,0.0142,0.0047,,
2013-05-21,-0.0007,0.000112295,0.000103643,-0.0047,-0.0063,,
2013-05-22,0.0064,0.000113064,0.000103451,-0.0074,-0.008,,
2013-05-23,-0.0124,0.00011268,0.000103259,0.0178,-0.0018,,
2013-05-24,0.0022,0.000113064,0.000103835,-0.0037,-0.0007,,
2013-05-25,0,0.000113064,0.000103835,0,0,,
2013-05-26,0,,0.00010422,0,0,,
2013-05-27,0.0033,0.000112295,0.00010422,0.0066,0,,
2013-05-28,0.0032,0.000113064,0.000104989,-0.0121,0.0099,,
2013-05-29,0.0075,0.000116909,0.00010845,0.0088,-0.0115,,
2013-05-30,-0.0005,0.000116909,0.000109796,0.0145,-0.0014,,
2013-05-31,0.0005,0.000119217,0.000111526,-0.0134,-0.0112,,
2013-06-02,0,,0.000111526,0,0,,
2013-06-03,-0.0057,0.000119986,0.000111334,0.0137,0.0115,,
2013-06-04,0,0.000119601,0.000110757,-0.0103,0.0049,,
2013-06-05,-0.0152,0.000121524,0.000113833,0.0009,0.0015,,
2013-06-06,0,,0.000113833,0.0124,0.0034,,
2013-06-07,-0.018,0.00012037,0.000113064,-0.0231,0.0037,,
2013-06-08,0,0.00012037,0.000113064,0,0,,
2013-06-09,0,,0.000112295,0,0,,
2013-06-10,0.0046,0.000121524,0.000114218,0.0023,-0.0066,,
2013-06-11,-0.0062,0.000121524,0.000114987,-0.0066,-0.0071,,
2013-06-12,-0.0056,0.000126522,0.000118063,0.0107,0.0019,,
2013-06-13,-0.0142,0.000125753,0.00011614,-0.0102,0.0044,,
2013-06-14,0.0035,0.000123062,0.000113833,0.007,0.0078,,
2013-06-16,0,0.000123062,0.000113833,0,0,,
2013-06-17,-0.0032,0.000124984,0.00011614,-0.0032,-0.0011,,
2013-06-18,0.0093,0.000123446,0.000114602,-0.0117,0.0039,,
2013-06-19,-0.0065,0.000123831,0.00011614,0.0051,0.0045,,
2013-06-20,-0.02,0.000130368,0.000121908,-0.0638,-0.0305,,
2013-06-21,-0.0149,0.000135366,0.000128061,0.0044,-0.0104,,
2013-06-23,0,0.000135366,0.000128061,0,0,,
2013-06-24,-0.0131,0.000141903,0.000129599,-0.0115,0.0004,,
2013-06-25,-0.0102,0.000137289,0.000129214,-0.0016,0.0025,,
2013-06-26,0.0016,0.000134982,0.000128061,-0.0355,-0.0015,,
2013-06-27,0.0287,0.000131521,0.000123446,-0.0148,0.0081,,
2013-06-28,0.0156,0.000131137,0.000120755,0.0102,-0.0074,,
2013-06-30,0,,0.000120755,0,0,,
2013-07-01,-0.0041,0.000134982,0.000120755,0.0262,0.0077,,
2013-07-02,-0.0004,0.000131521,0.000122485,-0.0098,0.0081,,
2013-07-03,-0.0164,0.000133444,0.000123831,0.0068,0.0134,,
2013-07-04,0.0079,0.000133059,0.000122677,-0.004,0,,
2013-07-05,-0.0032,0.000134982,0.000124215,-0.0274,0.0074,,
2013-07-08,-0.009,0.000138827,0.000128637,0.0181,0.0013,,
2013-07-09,0.0074,0.000138058,0.000126522,0.0089,0.0037,,
2013-07-10,-0.0034,0.000134982,0.000126138,0.0012,0.0112,,
2013-07-11,0.0293,0.000129599,0.00012037,0.0262,-0.0043,,
2013-07-12,-0.0041,0.000130368,0.000119217,-0.0018,0.0048,,
2013-07-14,0,,0.000119217,0,0,,
2013-07-15,0.0028,0.000131906,0.000121139,0.0047,-0.0003,,
2013-07-16,-0.0047,0.00013229,0.00012037,0.0055,0.0025,,
2013-07-17,0.0113,0.000133059,0.000121139,-0.01,0.001,,
2013-07-18,-0.0064,0.000131521,0.00011864,0.0052,0.0068,,
2013-07-19,-0.0022,0.000130752,0.000119024,0.0068,-0.0006,,
2013-07-21,0,,0.000119217,0,0,,
2013-07-22,0.0048,0.000130752,0.000119217,0.0333,-0.0034,,
2013-07-23,0.0127,0.000130752,0.000119601,-0.001,0.0003,,
2013-07-24,0.0042,0.000131906,0.000120947,-0.0115,-0.0101,,
2013-07-25,-0.0013,0.000135366,0.000118832,0.007,-0.0022,,
2013-07-26,0.0006,0.000135366,0.000123446,-0.0055,-0.006,,
2013-07-28,0,,0.000123446,0,0,,
2013-07-29,-0.0057,0.000133444,0.000123062,0.0051,-0.0005,,
2013-07-30,0.009,0.000133059,0.000122293,-0.0033,-0.0069,,
2013-07-31,-0.0016,0.000134597,0.000123062,-0.0088,0.0104,,
2013-08-01,0.0035,0.000134213,0.0001221,-0.0011,0.0127,,
2013-08-02,0.0014,0.000137673,0.000125984,-0.0003,-0.0062,,
2013-08-04,0,,0.000125369,0,0,,
2013-08-05,-0.0037,0.000134982,0.000122677,-0.0061,-0.0049,,
2013-08-06,-0.005,0.000134982,0.00012287,-0.0149,-0.0074,,
2013-08-07,-0.0148,0.000138058,0.0001246,0.0023,-0.0081,,
2013-08-08,0.003,0.000137673,0.000124023,0.0191,-0.0028,,
2013-08-09,-0.0017,0.000137673,0.000124408,0.0017,0.0108,,
2013-08-10,0,0.000137673,0.000124408,0,0,,
2013-08-11,0,0.000137673,0.000124215,0,0,,
2013-08-12,0.0022,0.000135751,0.000123446,0.0166,0.0066,,
2013-08-13,0.015,0.000136904,0.000124215,-0.0101,0.0037,,
2013-08-14,0.0057,0.000140749,0.000125946,0.0097,0.0038,,
2013-08-15,0,,0.000126138,0.0207,0.008,,
2013-08-16,-0.002,0.000142287,0.000126907,0.0074,0.0016,,
2013-08-18,0,,0.000126715,0,0,,
2013-08-19,-0.0013,0.00014421,0.000128637,-0.004,-0.0006,,
2013-08-20,-0.0155,0.00013998,0.00012883,0.0051,-0.0063,,
2013-08-21,-0.0108,0.000141134,0.000126907,-0.0018,-0.0049,,
2013-08-22,-0.0098,0.000143441,0.00012883,0.0004,0.0015,,
2013-08-23,0.0114,0.000143056,0.000129599,0.0179,0.0095,,
2013-08-25,0,,0.000128061,0,0,,
2013-08-26,0.0095,0.000140749,0.000126907,-0.0019,0.0019,,
2013-08-27,-0.0011,0.00013998,0.000126138,0.0198,0.0189,,
2013-08-28,-0.0007,0.000138058,0.000124215,-0.0011,0.0085,,
2013-08-29,0.0122,0.000137673,0.000123062,-0.0043,-0.0077,,
2013-08-30,0.0099,0.000135751,0.000122293,-0.0119,-0.0097,,
2013-09-01,0,0.000135751,0.000122293,0,0,,
2013-09-02,-0.0008,0.000136904,0.000121524,-0.0017,0,,
2013-09-03,0.0046,0.000138442,0.000124215,0.0131,0.0055,,
2013-09-04,-0.0004,0.00013998,0.0001246,-0.0157,-0.007,,
2013-09-05,0.0096,0.000142287,0.000127291,-0.0121,0.0015,,
2013-09-06,0.0019,0.000142287,0.000127099,0.0099,0.011,,
2013-09-07,0,0.000142287,0.000127099,0,0,,
2013-09-08,0,0.000142287,0.000126907,0,0,,
2013-09-09,0.0099,0.000138058,0.000126138,0.0001,-0.0108,,
2013-09-10,0.0098,0.000138827,0.000126715,-0.0164,-0.0152,,
2013-09-11,0.0049,0.000137289,0.000126715,-0.0001,0.0006,,
2013-09-12,0.0001,0.000136135,0.000123062,-0.0246,0.0073,,
2013-09-13,-0.0049,0.000137673,0.000124215,-0.0165,-0.0034,,
2013-09-15,0,0.000137673,0.000124215,0,0,,
2013-09-16,0.0096,0.000134597,0.000121524,0.0073,-0.009,,
2013-09-17,-0.0039,0.000133828,0.000119601,-0.0064,-0.0122,,
2013-09-18,0,,,-0.0013,0.0151,,
2013-09-19,0,,,0.0471,-0.0041,,
2013-09-20,0,,,-0.0269,-0.0072,,
2013-09-22,0,0.000133828,0.000119601,0,0,,
2013-09-23,0.0019,0.000130752,0.000116909,-0.0042,-0.0081,,
2013-09-24,-0.0011,0.000130752,0.000116525,-0.0082,-0.0013,,
2013-09-25,-0.0045,0.000129983,0.000117678,0.0151,0.0019,,
2013-09-26,0.0046,0.000133059,0.000118063,-0.0092,0.0051,,
2013-09-27,0.0022,0.00013229,0.000119024,0.0112,-0.001,,
2013-09-29,0,0.00013229,0.000117678,0,0,,
2013-09-30,-0.0074,0.000131521,0.000116909,-0.0089,-0.0063,,
2013-10-01,0.001,0.000131906,0.000118448,-0.0305,-0.0046,,
2013-10-02,0.0003,0.000131137,0.000117678,0.0269,0.0122,,
2013-10-03,0,,0.000117486,-0.0024,-0.0023,,
2013-10-04,-0.0012,0.000130752,0.000116717,-0.0058,0.0024,,
2013-10-06,0,,0.000117486,0,0,,
2013-10-07,-0.0013,0.000131521,0.000118063,0.0115,0.0012,,
2013-10-08,0.0042,0.000132675,0.000118255,-0.0005,0.0038,,
2013-10-09,0,,0.000118832,-0.0131,-0.011,,
2013-10-10,-0.0007,0.000134982,0.00012037,-0.0079,0.0137,,
2013-10-11,0.0117,0.000134982,0.00012037,-0.0221,-0.0056,,
2013-10-13,0,,0.00012037,0,0,,
2013-10-14,-0.0023,0.000136135,0.000120562,0.0066,0.0015,,
2013-10-15,0.0102,0.000136135,0.000121331,-0.0027,-0.0048,,
2013-10-16,-0.0031,0.000135366,0.000120755,0.0071,0.0077,,
2013-10-17,0.0029,0.000134213,0.000120178,0.0317,-0.0098,,
2013-10-18,0.0058,0.00013229,0.00011864,-0.0063,0.0058,,
2013-10-20,0,,0.000118448,0,0,,
2013-10-21,0.0003,0.000132675,0.000118832,0.001,-0.006,,
2013-10-22,0.0015,0.00013229,0.000119024,0.0204,-0.0034,,
2013-10-23,-0.0099,0.000128445,0.000116909,-0.0064,-0.0138,,
2013-10-24,0.0054,0.000129983,0.000116525,0.0122,-0.0017,,
2013-10-25,-0.006,0.000129214,0.000116909,0.0016,0.0024,,
2013-10-27,0,0.000129214,0.000116525,0,0,,
2013-10-28,0.0068,0.000130752,0.000117871,-0.0003,0.0085,,
2013-10-29,0.0018,0.000130368,0.000116909,-0.005,-0.0032,,
2013-10-30,0.0038,0.00012883,0.00011614,0.0028,-0.0007,,
2013-10-31,-0.0143,0.000130368,0.00011614,-0.0188,-0.0075,,
2013-11-01,0.0046,0.000132675,0.000117486,-0.0079,-0.0165,,
2013-11-03,0,0.000132675,0.00011864,0,0,,
2013-11-04,-0.007,0.000134213,0.000119409,0.0011,-0.0026,,
2013-11-05,-0.0056,0.000134597,0.000119793,-0.005,-0.0064,,
2013-11-06,-0.0001,0.000134597,0.000120755,0.0074,0.0049,,
2013-11-07,-0.0048,0.000134982,0.000121139,-0.0071,-0.0077,,
2013-11-08,-0.0096,0.000134213,0.000120947,-0.0183,0.0081,,
2013-11-10,0,,0.000121139,0,0,,
2013-11-11,-0.0038,0.000137673,0.000124408,-0.0027,0.007,,
2013-11-12,0.0092,0.000138058,0.0001246,-0.0077,-0.0081,,
2013-11-13,-0.016,0.000136904,0.000124023,-0.0022,0.0073,,
2013-11-14,0.002,0.000136904,0.0001246,0.0141,0.005,,
2013-11-15,0.0194,0.000137673,0.000124792,0.0009,0.0002,,
2013-11-17,0,0.000137673,0.000124792,0,0,,
2013-11-18,0.0026,0.000137673,0.000124792,-0.0117,-0.0048,,
2013-11-19,0.0104,0.000139596,0.000124984,0.0009,-0.0037,,
2013-11-20,-0.0071,0.000139596,0.000126253,-0.0122,0.0041,,
2013-11-21,-0.0116,0.000141518,0.000126715,-0.0114,0.0131,,
2013-11-22,0.0062,0.000140365,0.00012633,0.0004,0.0034,,
2013-11-25,0.0049,0.000139211,0.000125946,-0.0023,-0.0029,,
2013-11-26,0.0033,0.000139211,0.000126138,0.0002,-0.0003,,
2013-11-27,0.0031,0.000139596,0.000126907,-0.0029,-0.0026,,
2013-11-28,0.0084,0.00013998,0.000127676,0.0048,0,,
2013-11-29,-0.0004,0.000141134,0.000128445,0.0055,-0.001,,
2013-12-02,-0.0069,0.000143056,0.00013056,-0.0226,0.0055,,
2013-12-03,-0.0105,0.000142672,0.000130368,-0.0005,0.0101,,
2013-12-04,-0.0112,0.000143056,0.000129599,0.0217,0.0032,,
2013-12-05,-0.001,0.000144594,0.000131137,-0.012,-0.0027,,
2013-12-06,-0.0022,0.000143441,0.000130752,-0.0024,0.0028,,
2013-12-08,0,,0.000130368,0,0,,
2013-12-09,0.0101,0.000141903,0.00012883,0.0041,-0.0057,,
2013-12-10,-0.0035,0.000141903,0.000128637,0.0219,0.0027,,
2013-12-11,-0.0078,0.000142287,0.000129599,-0.0031,-0.0002,,
2013-12-12,-0.0051,0.000142672,0.000128637,-0.0258,-0.0057,,
2013-12-13,-0.0026,0.000141518,0.000129214,0.0079,-0.0045,,
2013-12-16,-0.0009,0.00013998,0.000126907,0.0079,0.0061,,
2013-12-17,0.0023,0.000138442,0.000124023,-0.0115,-0.0049,,
2013-12-18,0.0045,0.000138827,0.000125369,0.004,0.0058,,
2013-12-19,0.0005,0.000139211,0.000124984,-0.0332,0.0066,,
2013-12-20,0.0039,0.000139211,0.0001246,0.0085,0.0081,,
2013-12-21,0,0.000139211,,0,0,,
2013-12-23,0.0068,0.000137673,0.000124023,-0.0056,-0.0023,,
2013-12-24,0.0024,0.000137673,0.000124023,0.0056,0.0022,,
2013-12-25,0,0.000137673,0.000123831,0,0,,
2013-12-26,-0.0011,0.000137289,0.0001246,0.0075,0.0011,,
2013-12-27,0.0015,0.000136135,0.000122677,0.0016,0.0046,,
2013-12-29,0,,0.00012287,0,0,,
2013-12-30,0.0045,0.000137289,0.000124408,-0.0107,-0.0076,,
2013-12-31,0,,0.000124215,-0.001,-0.0055,,
2014-01-01,0,,,0.0029,0,,
2014-01-02,-0.022,0.000141134,0.000126907,0.0163,-0.0189,,
2014-01-03,-0.0107,0.000141903,0.000127868,0.0109,-0.0096,,
2014-01-06,0.0037,0.000140749,0.000125753,-0.0005,-0.001,,
2014-01-07,0.0032,0.000140365,0.000125369,-0.0068,0.0023,,
2014-01-08,-0.0002,0.00013998,0.000124215,-0.0033,-0.0074,,
2014-01-09,-0.0066,0.000141134,0.000125753,0.0033,-0.008,,
2014-01-10,-0.0039,0.00013998,0.000125753,0.0142,0.0074,,
2014-01-11,0,,0.000125753,0,0,,
2014-01-13,0.0054,0.000138827,0.000124215,0.0034,-0.0013,,
2014-01-14,-0.0015,0.000139211,0.0001246,-0.0046,0.0011,,
2014-01-15,0.0037,0.000140365,0.000125369,-0.0057,0.0075,,
2014-01-16,0.0021,0.000140365,0.000124984,0.0015,-0.0021,,
2014-01-17,-0.0066,0.00013998,0.000124984,0.0094,0.0034,,
2014-01-18,0,,0.000124984,0,0,,
2014-01-20,0.0048,0.000140365,0.000125369,0.0027,0,,
2014-01-21,0.0052,0.000140749,0.000125753,-0.0102,0.0014,,
2014-01-22,0.0033,0.000141518,0.000126138,-0.0027,0.0111,,
2014-01-23,-0.0116,0.000140365,0.000124984,0.019,0.0006,,
2014-01-24,-0.0036,0.000138058,0.000123446,0.0015,0.002,,
2014-01-27,-0.0156,0.000138442,0.000124215,-0.0007,-0.0105,,
2014-01-28,0.0034,0.000138442,0.000123831,-0.01,0.009,,
